osm_id,building,street,house_number,levels,lat,lon
67385757,apartments,Большая Подьяческая улица,12,4.0,59.92518378571429,30.30592907857143
67385759,apartments,Вознесенский проспект,33,4.0,59.92490015,30.307443525
67385762,yes,набережная канала Грибоедова,80,4.0,59.926253429411766,30.306835882352942
67385764,apartments,Большая Подьяческая улица,4,3.0,59.926143966666665,30.30577447777777
67385770,apartments,Вознесенский проспект,29,4.0,59.9255477125,30.30736046875
67385772,apartments,проспект Римского-Корсакова,17,3.0,59.92465800588235,30.306166276470588
67385773,apartments,набережная канала Грибоедова,82,4.0,59.926360145,30.306117030000003
67386856,office,Большая Подьяческая улица,11,3.0,59.92538621333333,30.30503526
67386858,apartments,Большая Подьяческая улица,13,4.0,59.925200540000006,30.3052551
67386861,yes,Unknown,,,59.92519564285715,30.304794357142857
67386863,apartments,Большая Подьяческая улица,9,5.0,59.92557325625,30.305076625
67386865,yes,Средняя Подьяческая улица,12,,59.92539524285714,30.303887642857145
67386868,yes,Средняя Подьяческая улица,10,,59.925584875,30.30413151666667
67386871,apartments,Средняя Подьяческая улица,8,4.0,59.92576329230769,30.30410843076923
67386872,apartments,Большая Подьяческая улица,5,3.0,59.92595360833334,30.30494115833333
67386873,apartments,набережная канала Грибоедова,86,5.0,59.92658728,30.3047946
67386874,yes,Средняя Подьяческая улица,16 литБ,,59.9249455,30.3044659
67386875,yes,Средняя Подьяческая улица,14,,59.925196793333335,30.30400702
67522416,yes,Средняя Подьяческая улица,7,,59.92578058823529,30.303236729411765
67522419,yes,набережная канала Грибоедова,94,4.0,59.926719375,30.302994291666664
67522423,yes,Малая Подьяческая улица,4,,59.92635141111111,30.30241835
67522426,yes,Средняя Подьяческая улица,9,,59.92558955882353,30.303209741176467
67522429,yes,Средняя Подьяческая улица,3,,59.926165950000005,30.303311883333333
67522433,yes,набережная канала Грибоедова,102,,59.925279775,30.30229545
67522434,yes,Малая Подьяческая улица,6,,59.9261766375,30.3020965625
67522435,yes,Средняя Подьяческая улица,1,2.0,59.92671313333333,30.30339591666667
67522436,yes,Малая Подьяческая улица,12-14,,59.92546835,30.3023066125
67522440,yes,Малая Подьяческая улица,10,,59.92577137272727,30.30222556363636
68048323,yes,Большая Подьяческая улица,27,2.0,59.92304388333333,30.30494823333333
68048336,yes,Большая Подьяческая улица,21,,59.92389055454546,30.305068518181816
68048360,yes,Большая Подьяческая улица,19,5.0,59.924153355,30.30516626
68874996,yes,Вознесенский проспект,37/6,5.0,59.92411321538461,30.30730016153846
68874998,yes,Вознесенский проспект,41 литК,,59.9232613,30.3065641625
68874999,yes,Большая Подьяческая улица,22 литБ,4.0,59.92325407142857,30.306272457142857
68875007,yes,Большая Подьяческая улица,22,5.0,59.923295123076926,30.305812146153848
68875008,yes,Садовая улица,67,5.0,59.92200329999999,30.30389822
68875013,office,Садовая улица,65 литБ,2.0,59.92239115,30.304668816666663
68875015,school,переулок Бойцова,3,4.0,59.92219992,30.3097218
68875019,yes,Вознесенский проспект,39,3.0,59.923553016666666,30.307679875
68875024,yes,Садовая улица,61 литБ,,59.92309577142857,30.30652422857143
68880357,yes,набережная канала Грибоедова,119-121,3.0,59.923646492857145,30.30335558571429
68880360,yes,проспект Римского-Корсакова,16/2 литГ,3.0,59.92342565555556,30.302130133333332
68880361,yes,проспект Римского-Корсакова,16/2 литВ,2.0,59.92365835,30.301880566666668
68880362,yes,проспект Римского-Корсакова,16/2 литБ,3.0,59.92386666666667,30.30179935
68880365,yes,набережная канала Грибоедова,123,4.0,59.9229965625,30.303434225
68880371,yes,проспект Римского-Корсакова,16/2,2.0,59.92396151666666,30.30208088333333
68883475,apartments,набережная канала Грибоедова,95,4.0,59.92733470909091,30.30212211818182
68883479,apartments,набережная канала Грибоедова,97,4.0,59.92746721489362,30.301516106382977
68883483,yes,набережная канала Грибоедова,85/9,5.0,59.927493375,30.3053242875
69103991,yes,набережная канала Грибоедова,127,2.0,59.922368171428566,30.30180877142857
72115015,apartments,Садовая улица,58 литВ,3.0,59.92194555263158,30.30656147368421
74164952,yes,переулок Бойцова,4 литВ,6.0,59.922289535,30.311347375000004
74164953,yes,переулок Бойцова,4 литА,4.0,59.922498786666665,30.310605726666665
81351363,yes,набережная канала Грибоедова,62,4.0,59.9257001,30.3145052
116410416,yes,набережная канала Грибоедова,119-121,6.0,59.92349992272728,30.30308381590909
116410418,yes,набережная канала Грибоедова,119-121,3.0,59.923905378125,30.302713278125
116412138,yes,набережная канала Грибоедова,119-121,1.0,59.9237571,30.30237618
121015683,yes,набережная канала Грибоедова,91,4.0,59.927435838461534,30.30320947692308
121038216,service,набережная канала Грибоедова,87 литЯ,1.0,59.92740086,30.3049177
121039452,apartments,набережная канала Грибоедова,97,5.0,59.9275039368421,30.301815552631577
122857288,yes,Unknown,,1.0,59.9260889,30.3016316
124081401,service,Вознесенский проспект,38/4 литЯ,1.0,59.92366968,30.30876626
125204076,service,набережная канала Грибоедова,79/23 литБ,1.0,59.92726626666666,30.30707788333333
125210595,garage,Unknown,,,59.92739444,30.30734258
125420701,service,набережная канала Грибоедова,94 литЯ,1.0,59.92629478,30.30295516
125430618,yes,Средняя Подьяческая улица,1,,59.926401711764704,30.30339735294117
125430622,yes,Средняя Подьяческая улица,1,1.0,59.92657434,30.303497720000003
125430623,yes,Средняя Подьяческая улица,1,,59.9263799875,30.30327995
125430628,yes,Средняя Подьяческая улица,1,3.0,59.9265169,30.3032686875
137899463,yes,Unknown,,1.0,59.92738523333333,30.308851416666663
143688784,service,Вознесенский проспект,34 литЯ,1.0,59.92498838,30.30896376
143688786,yes,Вознесенский проспект,34 литЖ,1.0,59.925008166666665,30.30883156666667
171842190,yes,Unknown,,1.0,59.9273179,30.31277024285714
207289021,service,Садовая улица,54 литЯ,1.0,59.92233186,30.30878934
209558244,service,Садовая улица,50Б литЯ,,59.92342782000001,30.3110675
216853961,service,Unknown,,,59.92378498000001,30.30484336
227181586,yes,Садовая улица,50Б литА,1.0,59.92311256000001,30.31119591
242615614,yes,Садовая улица,51,5.0,59.92404284444445,30.31058902222222
243053420,yes,Большая Подьяческая улица,20,5.0,59.92362055454546,30.30579171818182
243053423,yes,Unknown,,1.0,59.92308126,30.30625184
243053425,service,Unknown,,1.0,59.9234007125,30.3063431875
243054627,service,Вознесенский проспект,37/6 литГ,1.0,59.92372571999999,30.3067035
243055996,yes,Unknown,,1.0,59.92347793333334,30.30745615
243072847,yes,проспект Римского-Корсакова,5-7 литБ,1.0,59.924988516666666,30.309725383333333
243072849,yes,набережная канала Грибоедова,74 к2 литД,3.0,59.92548311428571,30.31121157142857
243072850,apartments,набережная канала Грибоедова,72 литБ,5.0,59.92511201111111,30.31147156666667
243072851,yes,Unknown,,5.0,59.92496873571429,30.31150361428572
243828320,yes,Садовая улица,50Б литЕ,,59.92305963333334,30.31074793333333
243828322,yes,Садовая улица,50Б литД,2.0,59.92315695714286,30.3106278
243828331,yes,Садовая улица,50Б литЖ,1.0,59.92290914285714,30.310935042857142
243828333,school,Садовая улица,52,4.0,59.92293665454545,30.31045215
243910649,garages,Unknown,,,59.9250371,30.310874583333334
243910650,service,Unknown,,1.0,59.92517848,30.31043544
245048752,yes,Вознесенский проспект,33 литВ,,59.92488196000001,30.30650816
245048753,yes,Unknown,,,59.9249917,30.30632084
245048754,yes,Unknown,,,59.925184820000005,30.30633788
246159078,apartments,Большая Подьяческая улица,10 литБ,,59.92536602352941,30.306248388235296
246159081,apartments,Большая Подьяческая улица,10,,59.92535706923077,30.305862061538463
247240714,service,набережная канала Грибоедова,86 литЯ,1.0,59.92642244,30.30498506
358213792,office,Казначейская улица,13 литВ,2.0,59.92672531428571,30.31079762857143
377712171,yes,Unknown,,,59.92403372,30.31343022
571122514,yes,Гражданская улица,14,2.0,59.9275650625,30.312900925
571134045,yes,Гражданская улица,24 литБ,,59.92685625555555,30.310211044444443
656613750,yes,Садовая улица,59 литВ,,59.92278514,30.30677578
982017298,yes,набережная канала Грибоедова,95,5.0,59.92753707272728,30.30223689090909
1156761864,roof,Unknown,,0.0,59.92525316666666,30.313247383333334
1219337322,roof,Unknown,,0.0,59.92735884285714,30.30868057142857
1219337323,roof,Unknown,,,59.92736625714286,30.30860697142857
1219337324,roof,Unknown,,0.0,59.92743802857143,30.308611600000003
1223889870,yes,Садовая улица,59 литБ,,59.92303523333334,30.306882766666664
1227611985,roof,Unknown,,0.0,59.92561315,30.306119666666664
1227611986,roof,Unknown,,0.0,59.925623566666665,30.305933383333336
1227611987,roof,Unknown,,0.0,59.925567,30.30605808333333
1227611988,roof,Unknown,,0.0,59.92570346666667,30.30611975
22996758,apartments,улица Вавиловых,11 к3,5.0,60.020198275000006,30.39416675833333
22996763,apartments,улица Вавиловых,9 к1,9.0,60.01979683636364,30.392007754545453
22996796,apartments,улица Вавиловых,11 к6,9.0,60.02001096190476,30.396624245238097
22996812,apartments,улица Вавиловых,9 к4,14.0,60.01918754545454,30.39322809090909
22996820,apartments,улица Вавиловых,11 к4,5.0,60.01975438,30.39449594
22996822,apartments,улица Вавиловых,11 к5,5.0,60.01957073,30.39516148
22996826,office,Гражданский проспект,90 к8,3.0,60.01907063846154,30.395621938461534
22996837,apartments,Гражданский проспект,90 к7,5.0,60.01905726,30.396625890000003
22996838,apartments,Гражданский проспект,90 к6,5.0,60.018875660000006,30.397299120000003
22996843,apartments,Гражданский проспект,90 к5,5.0,60.018979916666666,30.39823608333333
22996854,apartments,улица Вавиловых,9 к3,14.0,60.019142290909095,30.391828572727277
22996862,apartments,улица Вавиловых,7 к2,9.0,60.01794500909091,30.3913131
22996867,apartments,улица Вавиловых,7 к3,9.0,60.01763600666666,30.393796876666663
22996872,apartments,проспект Науки,12 к6,9.0,60.01679712727273,30.3958422
22996873,apartments,Гражданский проспект,86 к2,12.0,60.01676254166667,30.397619175
22996877,apartments,Гражданский проспект,86 к1,12.0,60.016909175,30.398466966666664
22996914,school,улица Вавиловых,5 к5,4.0,60.01692561428571,30.392966964285712
22996933,apartments,улица Вавиловых,5 к3,5.0,60.017047350000006,30.390630525
22996935,apartments,улица Вавиловых,5 к4,5.0,60.01688141666667,30.391316458333336
22996974,apartments,проспект Науки,12 к8,5.0,60.01628617777778,30.393976611111118
74283756,apartments,Гражданский проспект,88 к4,9.0,60.01774841481482,30.397475474074074
74283759,apartments,улица Вавиловых,7 к4,18.0,60.01854973076923,30.392607469230768
130707592,apartments,Гражданский проспект,90 к2,9.0,60.01799858181818,30.39943870909091
130707632,yes,Unknown,,1.0,60.01643742,30.39508852
199584879,service,Unknown,,1.0,60.01734332,30.39199642
199584892,yes,Unknown,,,60.01798354,30.39400794
199584894,yes,Unknown,,,60.01930662,30.39561892
199584904,garages,Unknown,,1.0,60.01762322,30.395287080000003
199584914,garages,Unknown,,1.0,60.016789,30.3943047
199584925,service,Unknown,,1.0,60.01872432,30.39422264
199584935,service,Unknown,,1.0,60.01990791666666,30.392719616666668
199584943,roof,Unknown,,1.0,60.01874124,30.39210532
199584950,garages,Unknown,,1.0,60.01774816,30.39544796
199584960,yes,Unknown,,,60.01920094,30.39586984
199584962,garages,Unknown,,,60.01983516,30.39309138
237056821,yes,Unknown,,,60.01772235999999,30.39444656
311039840,yes,Unknown,,1.0,60.01874756,30.392355780000003
311158840,service,Unknown,,1.0,60.0199585,30.397651560000003
18504109,apartments,21-я линия В.О.,16 к2 литВ,4.0,59.93708992727273,30.260467263636368
18504135,apartments,21-я линия В.О.,16 к4 литГ,5.0,59.93624697,30.26104177
18504153,apartments,21-я линия В.О.,16 к1,5.0,59.9367632,30.261808866666662
18504162,apartments,21-я линия В.О.,16 к6,5.0,59.93587907999999,30.26039801
18504190,apartments,21-я линия В.О.,16 к5,4.0,59.93597433,30.261695350000004
18504202,dormitory,21-я линия В.О.,14 литД,5.0,59.935245740000006,30.26107112
18504214,dormitory,21-я линия В.О.,14 литГ,,59.93549754000001,30.261873
18504230,apartments,21-я линия В.О.,14 литА,5.0,59.9357648875,30.2628516875
23180817,apartments,Средний проспект В.О.,76/18,3.0,59.93754861739131,30.26042429130435
45965955,yes,19-я линия В.О.,18,,59.93589468421053,30.26600498947369
45965956,yes,Большой проспект В.О.,65,,59.9350717,30.2665454
45965957,kindergarten,20-я линия В.О.,19А,2.0,59.93588708235294,30.264305647058823
45965966,hospital,Большой проспект В.О.,77/17 литМ,6.0,59.934280782352936,30.26069015882353
45965970,polyclinic,21-я линия В.О.,12 литА,,59.93484243333333,30.26403145
45965980,yes,19-я линия В.О.,16,,59.93541087857143,30.266804178571427
45965981,yes,19-я линия В.О.,16,,59.9355592,30.265435071428573
45965982,yes,19-я линия В.О.,16 к2 литВ,3.0,59.9352163375,30.2656529125
45965990,yes,Средний проспект В.О.,74,,59.938018250000006,30.262550160714284
45965993,yes,19-я линия В.О.,22,4.0,59.9369277,30.26490374
45965994,yes,19-я линия В.О.,20,2.0,59.936396442857145,30.265710028571423
45965995,apartments,19-я линия В.О.,22 к2,7.0,59.93649850833333,30.26479335
45965996,yes,Средний проспект В.О.,74 литЗ,,59.93679339999999,30.26382493846154
45965997,yes,Средний проспект В.О.,74 литД,,59.93653424,30.2638369
45965998,yes,Средний проспект В.О.,74 литВ,,59.936929871428575,30.26286359047619
45965999,yes,Средний проспект В.О.,74 литО,,59.93715056,30.26356654
45966000,yes,Средний проспект В.О.,74 литБ,,59.93758261111111,30.26389975277777
45966001,yes,Unknown,,,59.93742032,30.26352286
112014751,yes,16-я линия В.О.,29,,59.938139523809525,30.268323495238096
112014763,yes,16-я линия В.О.,31,,59.93848077692307,30.26790541153846
114538164,yes,Средний проспект В.О.,74 литЖ,,59.93668138,30.26366038
114538166,apartments,17-я линия В.О.,18,5.0,59.93700020555556,30.265969111111115
114538175,office,17-я линия В.О.,22 литБ,5.0,59.9381793,30.26694852142857
114538176,apartments,17-я линия В.О.,18,5.0,59.93696754705883,30.26821693529412
114538181,apartments,17-я линия В.О.,18 к3,6.0,59.93707945,30.26657037
114538182,chapel,Большой проспект В.О.,67,1.0,59.934825415384616,30.26750253076923
114538187,yes,17-я линия В.О.,28 литЗ,,59.93855378000001,30.2653395
114538190,dormitory,18-я линия В.О.,31,4.0,59.93823732857143,30.264455785714286
114538192,yes,18-я линия В.О.,29,,59.93757502857142,30.266305914285716
114538194,yes,18-я линия В.О.,25,6.0,59.93662453684211,30.266920810526315
114538197,yes,18-я линия В.О.,23 литБ,2.0,59.936517494117645,30.268164111764705
114538199,service,18-я линия В.О.,29 литТ,,59.93808262857143,30.266225257142857
114538200,yes,Большой проспект В.О.,63/17,4.0,59.93553897272727,30.268289445454545
114538202,yes,18-я линия В.О.,29 литЗ,6.0,59.937816757142855,30.265138061904764
114538203,yes,Средний проспект В.О.,74 литУ,,59.93633402,30.263577500000004
114538206,yes,Большой проспект В.О.,63/17 литТ,1.0,59.9355909,30.267664466666663
114538212,apartments,17-я линия В.О.,18 литВ,5.0,59.93731483636363,30.26709573636364
114538216,yes,18-я линия В.О.,29 литЖ,,59.9384312,30.26504313125
114538218,yes,17-я линия В.О.,20 литБ,3.0,59.937700225,30.267123075
205256664,office,18-я линия В.О.,29 литИ,10.0,59.93808100645161,30.265889161290325
241472340,yes,21-я линия В.О.,14 литБ,,59.93540495999999,30.263534980000003
241472341,garage,21-я линия В.О.,14 литВ,,59.93531084,30.2622946
241472342,yes,21-я линия В.О.,14 литЗ,,59.9354202,30.262548400000004
241472343,service,21-я линия В.О.,14 литТ,,59.93513122,30.26180446
385337687,roof,Unknown,,,59.93633436,30.26519506
666460228,garage,Unknown,,,59.93560178,30.261563740000003
684821362,yes,Unknown,,1.0,59.93659415,30.26770925
684821366,garage,Unknown,,1.0,59.93670446,30.26748952
684821370,yes,Unknown,,1.0,59.93638022857142,30.268140157142856
684821372,garage,Unknown,,1.0,59.936757320000005,30.26742784
684821388,garage,Unknown,,1.0,59.93679926,30.26737946
684821403,service,Unknown,,1.0,59.9369249,30.26743654
686157983,yes,17-я линия В.О.,20,4.0,59.93758744615385,30.26762713076923
686157998,yes,17-я линия В.О.,20,,59.93744146363636,30.26748392727273
686462947,yes,Unknown,,1.0,59.93501916,30.2657258
693950733,yes,Unknown,,1.0,59.93591146,30.26489226
693950740,garages,Unknown,,1.0,59.93596606,30.264754
866481212,yes,Unknown,,,59.93504146,30.26394866
867866516,yes,Unknown,,,59.93465856,30.26300616
867866520,service,Unknown,,1.0,59.93557142,30.26118216
867866522,yes,Unknown,,,59.9357947,30.26227116
867866524,service,Unknown,,,59.93698044,30.26419938
1175388356,garage,Unknown,,1.0,59.93549716,30.260945600000003
1316744955,service,Unknown,,,59.93814426,30.26642296
1412535348,apartments,Большой проспект В.О.,67к2,9.0,59.9348554,30.26511547142857
22950402,kindergarten,улица Брянцева,2 к3,2.0,60.03484676153846,30.39946733076923
22950407,apartments,Учительская улица,12 к2,5.0,60.03410046363637,30.399008018181817
22950412,apartments,Светлановский проспект,99 к2,5.0,60.03475543636364,30.398134245454543
22950416,apartments,улица Брянцева,2 к2,5.0,60.03436832727272,30.400424890909093
22950421,apartments,улица Брянцева,8,5.0,60.03549020625,30.39995991875
22950424,apartments,улица Брянцева,4,12.0,60.03490618333333,30.40150795
22950425,apartments,улица Брянцева,6,12.0,60.03495898333333,30.402258166666662
22950433,apartments,улица Брянцева,2 к1,9.0,60.03387360476191,30.401574866666664
22950450,school,улица Брянцева,10,4.0,60.036085846153846,30.40139676923077
22950452,apartments,Светлановский проспект,101,9.0,60.03660015714286,30.39895557142857
22950472,apartments,улица Брянцева,12,9.0,60.035935125,30.403167575
76037479,garages,улица Брянцева,3,,60.0338481625,30.40396935
79631372,garages,Unknown,,,60.0334507,30.40248846
300857219,service,улица Брянцева,7 к3,1.0,60.0348432,30.40367138
1065885526,yes,Unknown,,,60.03492464,30.40075196
1065885559,garage,Unknown,,,60.03562858,30.39814202
1065885560,yes,Unknown,,,60.03560553999999,30.39847892
1215576653,garages,Unknown,,,60.03373581428571,30.403242214285715
